50 10
0.794 0.196 0.678 0.499 0.395 0.241 0.140 0.549 0.741 0.866 0.825 0.825 0.759 0.072 0.195 0.614 0.384 0.611 0.229 0.563 0.746 0.135 0.228 0.895 0.950 0.946 0.961 0.563 0.675 0.039 0.015 0.423 0.186 0.295 0.129 0.325 0.249 0.547 0.375 0.480 0.523 0.353 0.485 0.007 0.339 0.344 0.652 0.646 0.667 0.449
0.610 0.468 0.398 0.269 0.533 0.219 0.864 0.311 0.483 0.416 0.641 0.873 0.455 0.619 0.281 0.548 0.344 0.950 0.650 0.276 0.766 0.146 0.939 0.728 0.102 0.071 0.500 0.949 0.333 0.632 0.550 0.112 0.388 0.348 0.717 0.857 0.051 0.755 0.047 0.523 0.844 0.385 0.471 0.966 0.130 0.908 0.422 0.882 0.624 0.555
0.716 0.212 0.353 0.267 0.626 0.529 0.458 0.551 0.421 0.630 0.539 0.397 0.401 0.472 0.386 0.570 0.925 0.303 0.734 0.447 0.473 0.549 0.674 0.383 0.421 0.865 0.529 0.561 0.342 0.982 0.763 0.058 0.874 0.343 0.076 0.033 0.175 0.930 0.124 0.839 0.366 0.518 0.191 0.575 0.223 0.317 0.103 0.704 0.735 0.652
0.899 0.371 0.172 0.846 0.766 0.995 0.536 0.515 0.031 0.128 0.546 0.643 0.841 0.250 0.128 0.446 0.825 0.701 0.150 0.963 0.820 0.542 0.864 0.537 0.856 0.740 0.629 0.189 0.760 0.422 0.674 0.268 0.131 0.166 0.293 0.933 0.111 0.194 0.164 0.535 0.742 0.837 0.385 0.404 0.960 0.769 0.070 0.442 0.129 0.171
0.530 0.279 0.360 0.242 0.083 0.524 0.571 0.871 0.219 0.599 0.221 0.475 0.804 0.751 0.896 0.182 0.867 0.855 0.962 0.438 0.176 0.180 0.826 0.859 0.897 0.085 0.363 0.462 0.249 0.275 0.229 0.309 0.290 0.605 0.947 0.922 0.167 0.842 0.127 0.700 0.379 0.751 0.513 0.834 0.869 0.855 0.468 0.954 0.524 0.593
0.607 0.504 0.137 0.265 0.165 0.994 0.457 0.044 0.099 0.286 0.922 0.627 0.307 0.675 0.419 0.437 0.616 0.537 0.760 0.882 0.635 0.059 0.329 0.079 0.017 0.316 0.401 0.723 0.089 0.492 0.849 0.227 0.530 0.091 0.032 0.281 0.667 0.322 0.728 0.595 0.443 0.845 0.413 0.892 0.304 0.546 0.074 0.805 0.144 0.358
0.174 0.402 0.403 0.802 0.033 0.795 0.147 0.985 0.365 0.003 0.979 0.260 0.065 0.500 0.059 0.852 0.239 0.219 0.419 0.511 0.132 0.616 0.766 0.174 0.638 0.114 0.714 0.716 0.872 0.660 0.179 0.134 0.586 0.918 0.768 0.525 0.535 0.291 0.603 0.834 0.051 0.536 0.831 0.922 0.767 0.568 0.546 0.024 0.341 0.667
0.591 0.553 0.276 0.651 0.178 0.339 0.825 0.264 0.007 0.753 0.239 0.153 0.302 0.211 0.716 0.081 0.992 0.779 0.256 0.237 0.165 0.906 0.921 0.775 0.836 0.495 0.368 0.098 0.744 0.168 0.300 0.072 0.358 0.122 0.128 0.210 0.677 0.625 0.074 0.459 0.403 0.132 0.257 0.249 0.175 0.542 0.905 0.311 0.771 0.323
0.730 0.539 0.789 0.986 0.697 0.527 0.685 0.011 0.029 0.493 0.705 0.879 0.582 0.743 0.604 0.357 0.483 0.529 0.807 0.344 0.534 0.871 0.766 0.632 0.697 0.631 0.109 0.863 0.610 0.405 0.475 0.829 0.524 0.660 0.717 0.024 0.959 0.020 0.336 0.323 0.224 0.523 0.072 0.037 0.519 0.322 0.016 0.144 0.920 0.731
0.459 0.805 0.830 0.515 0.076 0.229 0.037 0.152 0.210 0.470 0.330 0.533 0.157 0.810 0.657 0.071 0.347 0.443 0.483 0.660 0.569 0.997 0.578 0.768 0.070 0.701 0.304 0.085 0.095 0.408 0.019 0.029 0.672 0.108 0.384 0.055 0.690 0.368 0.433 0.977 0.869 0.210 0.699 0.997 0.018 0.431 0.738 0.148 0.430 0.395
