50 10
0.485 0.687 0.147 0.804 0.574 0.460 0.423 0.362 0.381 0.338 0.817 0.282 0.422 0.945 0.972 0.915 0.976 0.235 0.858 0.346 0.666 0.704 0.629 0.329 0.605 0.179 0.302 0.320 0.324 0.979 0.258 0.994 0.289 0.661 0.758 0.660 0.966 0.445 0.630 0.948 0.274 0.525 0.937 0.740 0.234 0.454 0.848 0.940 0.983 0.706
0.454 0.098 0.639 0.331 0.100 0.323 0.252 0.686 0.114 0.270 0.091 0.012 0.515 0.344 0.071 0.432 0.102 0.956 0.529 0.858 0.814 0.173 0.194 0.478 0.071 0.042 0.137 0.663 0.870 0.812 0.403 0.644 0.269 0.482 0.481 0.713 0.762 0.272 0.887 0.603 0.945 0.262 0.941 0.370 0.265 0.121 0.771 0.422 0.723 0.627
0.382 0.394 0.652 0.768 0.895 0.927 0.533 0.977 0.281 0.848 0.689 0.876 0.215 0.945 0.532 0.359 0.046 0.468 0.780 0.625 0.770 0.344 0.799 0.415 0.885 0.759 0.354 0.419 0.731 0.666 0.545 0.285 0.315 0.757 0.282 0.564 0.872 0.418 0.149 0.989 0.153 0.280 0.674 0.197 0.988 0.936 0.706 0.644 0.509 0.059
0.648 0.111 0.307 0.224 0.273 0.831 0.316 0.965 0.569 0.236 0.129 0.500 0.960 0.267 0.751 0.810 0.701 0.646 0.354 0.226 0.512 0.723 0.756 0.001 0.513 0.531 0.131 0.955 0.186 0.770 0.966 0.569 0.697 0.605 0.854 0.957 0.919 0.329 0.339 0.569 0.456 0.735 0.638 0.886 0.893 0.983 0.878 0.203 0.827 0.569
0.828 0.138 0.428 0.847 0.268 0.327 0.658 0.645 0.807 0.944 0.025 0.326 0.689 0.396 0.833 0.993 0.365 0.391 0.977 0.957 0.828 0.979 0.024 0.404 0.693 0.745 0.413 0.147 0.682 0.569 0.313 0.232 0.669 0.177 0.034 0.288 0.974 0.514 0.889 0.143 0.074 0.178 0.155 0.301 0.449 0.734 0.787 0.845 0.307 0.448
0.071 0.484 0.027 0.306 0.541 0.911 0.048 0.131 0.196 0.707 0.114 0.806 0.526 0.847 0.164 0.770 0.545 0.467 0.728 0.749 0.022 0.792 0.683 0.561 0.107 0.321 0.322 0.976 0.066 0.179 0.321 0.734 0.712 0.905 0.434 0.630 0.740 0.507 0.027 0.293 0.942 0.418 0.027 0.878 0.301 0.401 0.285 0.473 0.948 0.590
0.435 0.379 0.874 0.698 0.470 0.740 0.273 0.534 0.766 0.969 0.455 0.217 0.300 0.054 0.167 0.340 0.086 0.176 0.494 0.368 0.603 0.187 0.218 0.710 0.493 0.563 0.110 0.620 0.438 0.387 0.236 0.375 0.818 0.843 0.628 0.133 0.797 0.177 0.496 0.479 0.845 0.648 0.144 0.042 0.173 0.789 0.098 0.135 0.819 0.575
0.671 0.867 0.662 0.153 0.188 0.766 0.865 0.252 0.707 0.667 0.633 0.128 0.471 0.775 0.446 0.320 0.846 0.089 0.635 0.557 0.196 0.396 0.411 0.130 0.827 0.512 0.461 0.164 0.497 0.861 0.586 0.934 0.480 0.578 0.728 0.978 0.378 0.636 0.010 0.856 0.927 0.477 0.912 0.150 0.529 0.955 0.715 0.719 0.584 0.176
0.499 0.164 0.078 0.943 0.899 0.142 0.293 0.268 0.528 0.162 0.992 0.125 0.677 0.136 0.538 0.048 0.972 0.327 0.042 0.709 0.162 0.888 0.503 0.025 0.081 0.005 0.434 0.127 0.082 0.171 0.076 0.927 0.092 0.810 0.599 0.771 0.113 0.135 0.365 0.969 0.333 0.647 0.659 0.151 0.750 0.529 0.443 0.701 0.099 0.827
0.092 0.016 0.017 0.008 0.094 0.189 0.856 0.833 0.232 0.360 0.354 0.743 0.400 0.344 0.451 0.139 0.258 0.540 0.099 0.079 0.976 0.969 0.797 0.401 0.365 0.878 0.612 0.328 0.635 0.480 0.846 0.372 0.301 0.684 0.587 0.066 0.226 0.767 0.604 0.760 0.992 0.676 0.349 0.517 0.911 0.870 0.361 0.982 0.852 0.863
