50 10
0.168 0.712 0.892 0.260 0.021 0.842 0.741 0.336 0.005 0.402 0.996 0.704 0.284 0.964 0.465 0.364 0.596 0.188 0.583 0.123 0.073 0.436 0.695 0.999 0.656 0.362 0.814 0.561 0.473 0.187 0.018 0.780 0.727 0.477 0.696 0.936 0.525 0.784 0.939 0.165 0.448 0.340 0.012 0.833 0.719 0.964 0.337 0.669 0.330 0.965
0.868 0.429 0.976 0.142 0.732 0.718 0.610 0.926 0.345 0.043 0.835 0.745 0.820 0.052 0.213 0.840 0.413 0.295 0.746 0.226 0.468 0.695 0.552 0.144 0.373 0.653 0.096 0.342 0.250 0.295 0.854 0.607 0.150 0.162 0.131 0.880 0.704 0.278 0.947 0.992 0.499 0.453 0.038 0.410 0.649 0.236 0.197 0.194 0.482 0.895
0.429 0.734 0.581 0.821 0.326 0.218 0.133 0.995 0.130 0.763 0.682 0.630 0.546 0.903 0.552 0.208 0.618 0.330 0.758 0.968 0.346 0.102 0.017 0.287 0.052 0.946 0.181 0.851 0.868 0.447 0.249 0.364 0.267 0.763 0.587 0.006 0.932 0.259 0.428 0.062 0.741 0.727 0.052 0.154 0.496 0.486 0.956 0.620 0.408 0.279
0.147 0.673 0.712 0.578 0.464 0.377 0.367 0.478 0.060 0.150 0.782 0.595 0.416 0.547 0.052 0.688 0.324 0.899 0.890 0.286 0.824 0.842 0.812 0.614 0.826 0.761 0.020 0.354 0.030 0.475 0.383 0.724 0.275 0.995 0.038 0.689 0.480 0.158 0.002 0.389 0.933 0.526 0.872 0.623 0.559 0.311 0.489 0.248 0.142 0.128
0.416 0.249 0.454 0.103 0.850 0.551 0.335 0.004 0.888 0.683 0.880 0.232 0.951 0.557 0.869 0.891 0.926 0.867 0.250 0.789 0.030 0.641 0.417 0.751 0.416 0.490 0.434 0.688 0.716 0.303 0.153 0.356 0.336 0.889 0.433 0.947 0.719 0.144 0.321 0.164 0.697 0.853 0.690 0.575 0.061 0.468 0.972 0.838 0.992 0.493
0.043 0.970 0.502 0.583 0.317 0.439 0.408 0.760 0.916 0.195 0.942 0.803 0.685 0.932 0.016 0.123 0.088 0.570 0.921 0.037 0.673 0.930 0.388 0.036 0.105 0.375 0.159 0.157 0.737 0.780 0.919 0.313 0.343 0.748 0.326 0.083 0.950 0.367 0.814 0.569 0.343 0.471 0.591 0.499 0.287 0.258 0.659 0.353 0.476 0.270
0.867 0.687 0.633 0.200 0.317 0.046 0.736 0.433 0.065 0.630 0.375 0.210 0.766 0.630 0.789 0.169 0.114 0.404 0.478 0.171 0.638 0.618 0.215 0.073 0.184 0.924 0.064 0.370 0.141 0.597 0.030 0.625 0.063 0.008 0.091 0.539 0.805 0.181 0.732 0.311 0.617 0.033 0.202 0.325 0.373 0.684 0.224 0.038 0.115 0.853
0.882 0.642 0.589 0.950 0.674 0.757 0.933 0.458 0.219 0.333 0.657 0.469 0.664 0.968 0.132 0.483 0.234 0.288 0.640 0.949 0.618 0.227 0.547 0.673 0.514 0.690 0.400 0.841 0.902 0.678 0.184 0.106 0.531 0.849 0.473 0.216 0.591 0.004 0.854 0.156 0.971 0.768 0.038 0.780 0.526 0.885 0.996 0.924 0.526 0.547
0.637 0.729 0.419 0.644 0.648 0.631 0.427 0.516 0.233 0.391 0.389 0.176 0.624 0.668 0.853 0.826 0.799 0.197 0.296 0.370 0.465 0.787 0.272 0.375 0.944 0.044 0.202 0.394 0.065 0.749 0.438 0.134 0.880 0.418 0.426 0.879 0.962 0.629 0.713 0.449 0.251 0.250 0.455 0.853 0.937 0.393 0.484 0.365 0.365 0.413
0.718 0.053 0.702 0.613 0.399 0.839 0.273 0.231 0.601 0.769 0.600 0.862 0.322 0.258 0.516 0.379 0.237 0.711 0.483 0.813 0.108 0.918 0.600 0.986 0.931 0.979 0.194 0.220 0.904 0.997 0.438 0.657 0.335 0.970 0.508 0.637 0.087 0.033 0.041 0.986 0.012 0.200 0.797 0.456 0.590 0.078 0.774 0.317 0.881 0.058
