50 10
0.630 0.009 0.237 0.495 0.208 0.820 0.331 0.462 0.785 0.535 0.125 0.577 0.044 0.887 0.110 0.303 0.572 0.310 0.653 0.940 0.663 0.057 0.503 0.557 0.899 0.957 0.347 0.743 0.859 0.914 0.208 0.267 0.797 0.412 0.394 0.599 0.815 0.418 0.013 0.460 0.530 0.954 0.906 0.142 0.742 0.614 0.870 0.246 0.358 0.357
0.247 0.955 0.402 0.123 0.849 0.972 0.279 0.503 0.312 0.874 0.950 0.451 0.431 0.511 0.509 0.112 0.817 0.003 0.306 0.563 0.365 0.768 0.103 0.394 0.751 0.219 0.984 0.731 0.957 0.132 0.544 0.679 0.163 0.602 0.289 0.951 0.714 0.136 0.142 0.890 0.502 0.351 0.761 0.649 0.330 0.616 0.740 0.362 0.639 0.368
0.760 0.701 0.113 0.572 0.352 0.707 0.828 0.150 0.697 0.642 0.977 0.023 0.972 0.975 0.976 0.216 0.666 0.979 0.503 0.676 0.373 0.057 0.943 0.421 0.171 0.625 0.015 0.825 0.365 0.452 0.385 0.699 0.036 0.747 0.638 0.718 0.503 0.154 0.771 0.316 0.230 0.264 0.285 0.198 0.856 0.450 0.069 0.259 0.232 0.933
0.388 0.801 0.673 0.959 0.029 0.225 0.315 0.040 0.431 0.233 0.864 0.330 0.026 0.188 0.109 0.536 0.944 0.828 0.625 0.782 0.465 0.307 0.247 0.592 0.686 0.580 0.868 0.773 0.724 0.728 0.747 0.671 0.504 0.791 0.290 0.136 0.495 0.429 0.796 0.213 0.104 0.920 0.983 0.019 0.343 0.353 0.141 0.040 0.626 0.836
0.029 0.855 0.088 0.565 0.605 0.973 0.809 0.737 0.793 0.389 0.981 0.781 0.021 0.716 0.007 0.952 0.663 0.024 0.831 0.425 0.696 0.768 0.237 0.545 0.566 0.923 0.219 0.118 0.631 0.485 0.120 0.399 0.395 0.323 0.322 0.002 0.344 0.882 0.670 0.586 0.248 0.582 0.493 0.076 0.416 0.407 0.213 0.704 0.086 0.113
0.010 0.874 0.899 0.981 0.537 0.706 0.641 0.143 0.625 0.889 0.506 0.364 0.766 0.941 0.819 0.812 0.065 0.882 0.000 0.310 0.029 0.473 0.687 0.911 0.517 0.016 0.964 0.389 0.818 0.239 0.517 0.476 0.063 0.392 0.309 0.654 0.282 0.080 0.334 0.436 0.543 0.953 0.649 0.875 0.334 0.625 0.421 0.750 0.712 0.969
0.388 0.278 0.218 0.127 0.951 0.598 0.561 0.911 0.179 0.733 0.819 0.652 0.012 0.046 0.307 0.723 0.579 0.526 0.568 0.740 0.337 0.040 0.582 0.274 0.300 0.133 0.126 0.089 0.601 0.939 0.020 0.794 0.895 0.017 0.416 0.007 0.451 0.448 0.919 0.174 0.089 0.937 0.920 0.315 0.752 0.910 0.133 0.990 0.752 0.536
0.579 0.664 0.103 0.217 0.460 0.698 0.472 0.571 0.509 0.543 0.767 0.932 0.026 0.623 0.515 0.817 0.252 0.021 0.073 0.741 0.067 0.026 0.477 0.866 0.775 0.199 0.003 0.666 0.058 0.356 0.397 0.916 0.991 0.088 0.895 0.338 0.603 0.943 0.430 0.704 0.339 0.349 0.669 0.859 0.189 0.093 0.034 0.519 0.335 0.927
0.466 0.108 0.637 0.949 0.794 0.664 0.605 0.969 0.220 0.442 0.025 0.069 0.764 0.450 0.019 0.092 0.342 0.443 0.809 0.073 0.982 0.685 0.963 0.226 0.136 0.364 0.266 0.312 0.667 0.176 0.389 0.820 0.071 0.525 0.968 0.136 0.743 0.344 0.844 0.574 0.411 0.459 0.062 0.841 0.439 0.657 0.698 0.249 0.206 0.232
0.849 0.458 0.209 0.552 0.873 0.051 0.207 0.724 0.375 0.066 0.405 0.719 0.547 0.917 0.982 0.736 0.623 0.159 0.011 0.474 0.574 0.337 0.677 0.962 0.394 0.350 0.911 0.761 0.544 0.301 0.499 0.664 0.763 0.421 0.133 0.545 0.498 0.828 0.644 0.829 0.741 0.345 0.228 0.019 0.860 0.021 0.394 0.820 0.207 0.341
