50 10
0.695 0.576 0.711 0.739 0.510 0.163 0.817 0.660 0.068 0.014 0.244 0.734 0.610 0.511 0.296 0.925 0.016 0.641 0.870 0.136 0.379 0.135 0.820 0.250 0.283 0.447 0.884 0.676 0.605 0.788 0.486 0.203 0.630 0.723 0.270 0.775 0.318 0.686 0.684 0.875 0.246 0.294 0.426 0.248 0.274 0.554 0.988 0.268 0.512 0.997
0.294 0.071 0.578 0.809 0.236 0.451 0.809 0.593 0.851 0.623 0.446 0.301 0.483 0.269 0.953 0.560 0.031 0.979 0.005 0.239 0.152 0.937 0.967 0.592 0.133 0.654 0.794 0.018 0.399 0.228 0.316 0.286 0.870 0.263 0.232 0.659 0.405 0.432 0.279 0.385 0.534 0.901 0.456 0.268 0.482 0.134 0.892 0.736 0.592 0.178
0.556 0.835 0.486 0.549 0.663 0.511 0.064 0.080 0.962 0.138 0.991 0.509 0.979 0.241 0.210 0.070 0.869 0.615 0.606 0.269 0.492 0.467 0.970 0.790 0.946 0.337 0.551 0.558 0.053 0.376 0.847 0.480 0.089 0.965 0.799 0.566 0.674 0.939 0.834 0.166 0.062 0.976 0.233 0.989 0.438 0.201 0.558 0.024 0.522 0.968
0.365 0.849 0.289 0.458 0.963 0.959 0.021 0.770 0.696 0.913 0.071 0.789 0.345 0.547 0.313 0.380 0.802 0.839 0.016 0.774 0.149 0.918 0.328 0.605 0.241 0.944 0.825 0.845 0.744 0.233 0.845 0.935 0.084 0.833 0.127 0.125 0.055 0.727 0.224 0.011 0.399 0.194 0.871 0.774 0.545 0.251 0.062 0.063 0.619 0.004
0.251 0.679 0.994 0.526 0.173 0.643 0.583 0.963 0.420 0.401 0.765 0.818 0.972 0.134 0.449 0.440 0.572 0.627 0.439 0.591 0.582 0.332 0.436 0.417 0.559 0.821 0.487 0.710 0.480 0.960 0.045 0.654 0.452 0.348 0.904 0.658 0.511 0.695 0.206 0.732 0.381 0.404 0.002 0.532 0.411 0.373 0.731 0.741 0.336 0.634
0.554 0.482 0.513 0.570 0.452 0.596 0.970 0.854 0.843 0.204 0.140 0.488 0.100 0.316 0.232 0.493 0.898 0.711 0.272 0.719 0.939 0.215 0.965 0.272 0.331 0.704 0.208 0.680 0.956 0.540 0.699 0.855 0.748 0.072 0.995 0.962 0.346 0.872 0.222 0.015 0.031 0.949 0.341 0.286 0.354 0.847 0.679 0.259 0.948 0.061
0.031 0.211 0.380 0.439 0.752 0.738 0.209 0.008 0.907 0.388 0.627 0.458 0.793 0.050 0.534 0.700 0.335 0.248 0.931 0.984 0.491 0.424 0.993 0.648 0.948 0.436 0.222 0.030 0.021 0.611 0.242 0.031 0.674 0.263 0.950 0.486 0.297 0.948 0.270 0.307 0.208 0.270 0.052 0.266 0.942 0.746 0.868 0.669 0.095 0.241
0.094 0.708 0.085 0.250 0.884 0.296 0.476 0.449 0.004 0.026 0.709 0.047 0.984 0.620 0.113 0.765 0.813 0.689 0.684 0.384 0.588 0.226 0.560 0.872 0.520 0.054 0.483 0.946 0.656 0.123 0.904 0.683 0.008 0.200 0.298 0.301 0.759 0.465 0.781 0.073 0.737 0.734 0.799 0.146 0.558 0.860 0.128 0.954 0.664 0.018
0.284 0.530 0.824 0.697 0.642 0.875 0.959 0.070 0.749 0.304 0.323 0.500 0.749 0.554 0.982 0.576 0.338 0.436 0.395 0.232 0.547 0.779 0.852 0.450 0.369 0.644 0.218 0.300 0.780 0.731 0.068 0.080 0.113 0.760 0.757 0.800 0.288 0.910 0.569 0.863 0.833 0.887 0.517 0.106 0.743 0.413 0.899 0.835 0.923 0.013
0.812 0.848 0.504 0.415 0.552 0.516 0.052 0.413 0.413 0.114 0.779 0.621 0.335 0.536 0.789 0.079 0.106 0.332 0.640 0.779 0.496 0.958 0.961 0.704 0.027 0.061 0.621 0.169 0.762 0.124 0.577 0.506 0.222 0.569 0.201 0.783 0.495 0.568 0.643 0.775 0.654 0.152 0.279 0.194 0.850 0.276 0.043 0.239 0.084 0.980
