50 10
0.965 0.220 0.785 0.835 0.180 0.207 0.101 0.410 0.819 0.983 0.702 0.196 0.732 0.880 0.186 0.603 0.229 0.059 0.563 0.657 0.271 0.431 0.112 0.298 0.306 0.136 0.872 0.746 0.410 0.546 0.966 0.537 0.233 0.955 0.657 0.762 0.480 0.409 0.085 0.282 0.027 0.651 0.869 0.093 0.538 0.555 0.463 0.030 0.061 0.820
0.632 0.141 0.298 0.932 0.913 0.755 0.409 0.998 0.792 0.177 0.148 0.910 0.719 0.431 0.847 0.443 0.319 0.709 0.212 0.760 0.845 0.409 0.844 0.263 0.003 0.524 0.624 0.873 0.139 0.284 0.341 0.013 0.563 0.483 0.537 0.044 0.571 0.694 0.516 0.796 0.081 0.891 0.307 0.983 0.934 0.852 0.094 0.668 0.180 0.223
0.016 0.939 0.778 0.794 0.793 0.585 0.836 0.065 0.525 0.140 0.370 0.135 0.374 0.896 0.669 0.858 0.232 0.677 0.954 0.849 0.140 0.305 0.452 0.478 0.497 0.951 0.736 0.154 0.474 0.905 0.961 0.384 0.547 0.697 0.111 0.125 0.533 0.786 0.214 0.825 0.584 0.409 0.364 0.341 0.634 0.582 0.966 0.722 0.618 0.527
0.070 0.275 0.463 0.615 0.761 0.696 0.809 0.015 0.812 0.707 0.421 0.938 0.680 0.428 0.971 0.776 0.315 0.671 0.283 0.465 0.882 0.889 0.545 0.325 0.685 0.524 0.769 0.559 0.778 0.471 0.302 0.304 0.282 0.552 0.085 0.140 0.160 0.530 0.755 0.706 0.827 0.148 0.766 0.831 0.688 0.431 0.021 0.022 0.243 0.462
0.823 0.143 0.218 0.375 0.201 0.777 0.440 0.827 0.142 0.618 0.258 0.356 0.406 0.505 0.936 0.433 0.520 0.498 0.636 0.770 0.087 0.957 0.728 0.179 0.932 0.819 0.926 0.532 0.397 0.840 0.764 0.238 0.790 0.732 0.260 0.603 0.979 0.007 0.070 0.865 0.874 0.870 0.683 0.460 0.244 0.259 0.967 0.710 0.472 0.338
0.051 0.625 0.294 0.295 0.420 0.148 0.203 0.540 0.714 0.252 0.893 0.946 0.471 0.434 0.168 0.022 0.951 0.158 0.104 0.921 0.964 0.228 0.563 0.439 0.012 0.341 0.450 0.644 0.963 0.999 0.534 0.491 0.381 0.287 0.367 0.471 0.759 0.724 0.797 0.473 0.470 0.835 0.666 0.675 0.100 0.012 0.098 0.957 0.346 0.429
0.974 0.346 0.424 0.445 0.587 0.526 0.220 0.811 0.978 0.576 0.285 0.108 0.413 0.930 0.584 0.699 0.542 0.488 0.791 0.256 0.966 0.014 0.914 0.245 0.558 0.303 0.499 0.176 0.951 0.240 0.807 0.274 0.806 0.468 0.164 0.625 0.982 0.037 0.628 0.396 0.080 0.899 0.841 0.499 0.477 0.033 0.249 0.904 0.382 0.589
0.649 0.690 0.672 0.149 0.207 0.207 0.527 0.221 0.506 0.564 0.907 0.292 0.618 0.268 0.836 0.724 0.570 0.514 0.847 0.070 0.461 0.997 0.313 0.878 0.189 0.897 0.355 0.989 0.003 0.862 0.713 0.809 0.332 0.724 0.494 0.333 0.275 0.926 0.606 0.954 0.412 0.903 0.546 0.280 0.380 0.273 0.059 0.929 0.124 0.758
0.975 0.242 0.178 0.811 0.912 0.068 0.665 0.728 0.551 0.594 0.315 0.331 0.889 0.272 0.858 0.187 0.199 0.522 0.003 0.244 0.980 0.212 0.643 0.945 0.102 0.024 0.950 0.869 0.894 0.594 0.381 0.370 0.863 0.111 0.898 0.499 0.399 0.731 0.845 0.802 0.188 0.120 0.410 0.594 0.976 0.424 0.570 0.541 0.058 0.997
0.162 0.103 0.425 0.309 0.044 0.392 0.032 0.689 0.927 0.318 0.641 0.535 0.302 0.012 0.194 0.981 0.613 0.207 0.524 0.951 0.809 0.437 0.051 0.099 0.485 0.497 0.719 0.351 0.453 0.663 0.919 0.620 0.043 0.310 0.478 0.794 0.515 0.819 0.185 0.862 0.187 0.662 0.010 0.613 0.189 0.081 0.689 0.715 0.664 0.775
